target_id,auroc
100,1.0
101,0.7890070921985816
102,0.9322916666666666
103,1.0
104,0.9389473684210526
105,0.9410526315789474
106,0.838487972508591
107,0.9978947368421053
108,0.9921875
109,0.7357894736842105
110,0.9031578947368422
111,0.8306737588652481
112,0.7526881720430106
113,0.731578947368421
114,0.9175257731958762
115,1.0
116,0.9565602836879432
117,0.7027649769585254
118,0.78125
119,0.9431578947368422
120,0.9646697388632872
121,0.9965635738831615
122,0.8856382978723404
123,0.9652631578947368
124,0.9894736842105263
125,0.8315789473684211
126,0.8878648233486943
127,0.9747368421052632
128,0.9237588652482269
129,0.993127147766323
130,0.9739583333333334
131,0.868421052631579
132,1.0
133,0.8093971631205675
134,0.9192708333333333
135,0.874113475177305
136,0.9140070921985816
137,0.8302611367127495
138,0.9518229166666667
139,0.9843749999999999
140,0.8884210526315789
141,1.0
142,0.8094736842105263
143,0.9852631578947368
144,0.986254295532646
145,0.9747368421052632
146,0.9646697388632872
147,0.8882978723404256
148,0.7610526315789474
149,0.836405529953917
150,0.7834101382488479
151,0.9075520833333334
152,1.0
153,1.0
154,0.979381443298969
155,0.9931271477663229
156,0.9965635738831615
157,0.901689708141321
158,0.9477726574500768
159,0.9140625
160,0.8755760368663594
161,0.871578947368421
162,0.8164362519201228
163,1.0
164,0.993127147766323
165,1.0
166,0.8058419243986255
167,0.9073684210526316
168,0.8076241134751773
169,0.869431643625192
170,0.9493087557603687
171,0.9964539007092198
172,0.8284210526315791
173,0.7519201228878648
174,0.8067375886524822
175,0.8046875
176,0.9600000000000001
177,0.82642089093702
178,0.9389473684210526
179,0.9965635738831615
180,1.0
181,0.993127147766323
182,0.9999999999999999
183,0.8652482269503546
184,0.7665130568356375
185,0.8971631205673758
186,0.7092198581560284
187,1.0
188,0.9822695035460993
189,0.9911347517730497
190,0.9539170506912442
191,0.8652631578947368
192,0.9086021505376344
193,0.953125
194,0.8776595744680852
195,0.7632978723404255
196,0.9973958333333334
197,0.8736842105263158
198,0.6747368421052632
199,0.9663120567375886
