target_id,auroc
100,1.0
101,0.9965635738831615
102,0.9621052631578947
103,0.9873684210526316
104,0.9698581560283688
105,0.7803379416282642
106,0.9973958333333334
107,1.0
108,0.7864823348694316
109,0.9999999999999999
110,0.967741935483871
111,0.9846390168970814
112,1.0
113,0.991578947368421
114,0.9896907216494845
115,0.8957894736842106
116,0.8294270833333334
117,0.8324468085106383
118,0.927304964539007
119,0.8687943262411348
120,1.0
121,1.0
122,0.9931271477663232
123,0.8891843971631206
124,1.0
125,1.0
126,0.99822695035461
127,1.0
128,0.9973958333333334
129,1.0
130,0.9284210526315789
131,1.0
132,0.9252631578947368
133,0.9973958333333334
134,0.8847517730496455
135,0.9754224270353303
136,0.9831578947368421
137,1.0
138,0.857142857142857
139,0.8273684210526316
140,0.776842105263158
141,0.9270353302611367
142,0.9539007092198583
143,0.965635738831615
144,0.9978947368421052
145,0.858678955453149
146,0.8786482334869431
147,0.9557291666666666
148,0.9840425531914893
149,0.8936170212765958
150,1.0
151,0.9831578947368421
152,0.7549923195084485
153,1.0
154,0.9921874999999999
155,0.9698581560283687
156,1.0
157,0.96
158,0.9585253456221199
159,0.8359375
160,0.9973958333333334
161,1.0
162,1.0
163,1.0
164,1.0
165,1.0
166,0.9973958333333333
167,0.8519503546099292
168,0.8487972508591065
169,0.9894736842105263
170,1.0
171,0.9193548387096774
172,0.9846390168970813
173,0.9894736842105263
174,0.9184397163120568
175,0.9822695035460993
176,0.9982269503546098
177,0.9793814432989691
178,0.9831029185867896
179,0.968421052631579
180,0.8127147766323024
181,0.9368421052631579
182,1.0
183,0.9947916666666666
184,1.0
185,0.9769585253456221
186,0.9873684210526316
187,0.8315789473684211
188,0.9661458333333334
189,0.9895833333333333
190,0.9210992907801419
191,1.0
192,1.0
193,0.9708141321044548
194,1.0
195,0.936842105263158
196,0.9921875
197,0.9965635738831615
198,0.989247311827957
199,0.9931271477663229
