target_id,auroc
100,0.6597542242703532
101,0.9587628865979382
102,0.718213058419244
103,0.7287234042553191
104,0.5078125
105,0.7446808510638298
106,0.8701996927803379
107,0.7864823348694316
108,0.6705729166666666
109,0.7903780068728522
110,0.8072916666666666
111,0.5143229166666667
112,0.7126315789473685
113,0.5038402457757296
114,0.64453125
115,0.7164948453608246
116,0.6063829787234043
117,0.70703125
118,0.6219931271477663
119,1.0
120,0.7204301075268817
121,0.8726315789473684
122,0.6090425531914893
123,0.7526595744680852
124,0.5483870967741935
125,0.599290780141844
126,0.9243986254295533
127,0.7890625
128,0.8684895833333334
129,0.6251920122887865
130,0.7136524822695035
131,0.6631205673758865
132,0.6242105263157895
133,0.8842105263157894
134,0.7491408934707904
135,0.9453125
136,0.7594501718213058
137,0.8138020833333334
138,0.769503546099291
139,0.5034364261168385
140,0.775709219858156
141,0.7978723404255319
142,0.7821052631578947
143,0.9347079037800687
144,0.7788018433179723
145,0.7721354166666666
146,0.9896907216494845
147,0.6932624113475178
148,0.7250384024577573
149,0.9347368421052631
150,0.7127496159754224
151,0.7347368421052632
152,0.9243986254295532
153,0.703125
154,0.6054964539007092
155,0.5
156,0.6236979166666666
157,0.7663157894736843
158,0.8723958333333334
159,0.9828178694158074
160,0.7903780068728522
161,0.5837173579109063
162,0.6242105263157894
163,0.53515625
164,0.5505263157894738
165,0.8652482269503546
166,0.6652631578947368
167,0.8610526315789474
168,0.86
169,0.7393617021276596
170,0.4622395833333333
171,0.7978723404255319
172,0.8210445468509985
173,0.5286458333333334
174,0.7096774193548386
175,0.6505376344086022
176,0.6848958333333333
177,0.899822695035461
178,0.993127147766323
179,0.9587628865979382
180,0.9388297872340426
181,0.7947368421052632
182,0.7916666666666666
183,0.8168421052631579
184,0.8049645390070922
185,0.6428571428571429
186,0.7250384024577573
187,0.875
188,0.7643229166666666
189,0.62890625
190,0.5240549828178693
191,0.5416666666666666
192,0.8528645833333333
193,0.8789473684210527
194,0.7578125
195,0.9010526315789473
196,0.7757296466973886
197,0.7457757296466974
198,0.9557291666666665
199,0.8541666666666666
